Total population,year,population
Cambodia,1950,4432716.0
Cameroon,1950,4466498.0
Canada,1950,13736997.0
Cape Verde,1950,178066.0
Cayman Islands,1950,6413.0
Central African Republic,1950,1326653.0
Chad,1950,2502314.0
Channel Islands,1950,102235.0
Chile,1950,6142899.0
China,1950,544112923.0
Christmas Island,1950,609.0
Cocos Island,1950,324.0
Colombia,1950,12340899.0
Comoros,1950,156334.0
"Congo, Dem. Rep.",1950,12183661.0
"Congo, Rep.",1950,807726.0
Cook Is,1950,15079.0
Costa Rica,1950,959489.0
Cote d'Ivoire,1950,2630131.0
Croatia,1950,3850295.0
Cuba,1950,5919997.0
Cyprus,1950,494014.0
Czech Republic,1950,8902619.0
Czechoslovakia,1950,12419812.0
Denmark,1950,4268270.0
Djibouti,1950,62001.0
Dominica,1950,51101.0
Dominican Republic,1950,2364650.0
East Germany,1950,18294218.0
Ecuador,1950,3470162.0
Egypt,1950,20897237.0
El Salvador,1950,2199897.0
Equatorial Guinea,1950,225536.0
Eritrea,1950,1142150.0
Eritrea and Ethiopia,1950,21589671.0
Estonia,1950,1100998.0
Ethiopia,1950,18128034.0
Faeroe Islands,1950,31504.0
Falkland Is (Malvinas),1950,2261.0
Fiji,1950,288993.0
Finland,1950,4008299.0
France,1950,41879607.0
French Guiana,1950,25479.0
French Polynesia,1950,60268.0
Gabon,1950,473300.0
Gambia,1950,271372.0
Georgia,1950,3527004.0
Germany,1950,69786246.0
Ghana,1950,4980878.0
Gibraltar,1950,20498.0
Greece,1950,7566002.0
Greenland,1950,22998.0
Grenada,1950,76676.0
Guadeloupe,1950,209999.0
Guam,1950,59650.0
Guatemala,1950,3146073.0
Guernsey,1950,45312.0
Guinea,1950,3093651.0
Guinea-Bissau,1950,535429.0
Guyana,1950,406562.0
Haiti,1950,3221277.0
Holy See,1950,905.0
Honduras,1950,1487235.0
"Hong Kong, China",1950,1973998.0
Hungary,1950,9337723.0
Iceland,1950,142656.0
India,1950,376325205.0
Indonesia,1950,69543319.0
Iran,1950,17119263.0
Iraq,1950,5719191.0
Ireland,1950,2913093.0
Isle of Man,1950,55253.0
Israel,1950,1257971.0
Italy,1950,46598602.0
Jamaica,1950,1402896.0
Japan,1950,82199470.0
Jersey,1950,56910.0
Jordan,1950,448861.0
Kazakhstan,1950,6702996.0
Kenya,1950,6076757.0
Kiribati,1950,33050.0
North Korea,1950,10549469.0
South Korea,1950,19211386.0
United Korea (former),1950,30042319.0
Kosovo,1950,1200872.0
Kuwait,1950,152250.0
Kyrgyz Republic,1950,1740000.0
Lao,1950,1682916.0
Latvia,1950,1949000.0
Lebanon,1950,1334618.0
Lesotho,1950,733942.0
Liberia,1950,930026.0
Libya,1950,1113382.0
Liechtenstein,1950,13757.0
Lithuania,1950,2567402.0
Luxembourg,1950,296001.0
"Macao, China",1950,196482.0
"Macedonia, FYR",1950,1254444.0
Madagascar,1950,4083554.0
Malawi,1950,2953871.0
Malaysia,1950,6109907.0
Maldives,1950,73715.0
Mali,1950,4708425.0
Malta,1950,311997.0
Marshall Islands,1950,13000.0
Martinique,1950,222001.0
Mauritania,1950,660491.0
Mauritius,1950,493254.0
Mayotte,1950,15141.0
Mexico,1950,28012558.0
"Micronesia, Fed. Sts.",1950,32000.0
Moldova,1950,2341003.0
Monaco,1950,20000.0
Mongolia,1950,780200.0
Montenegro,1950,394738.0
Montserrat,1950,13521.0
Morocco,1950,8985990.0
Mozambique,1950,6313290.0
Myanmar,1950,17527243.0
Namibia,1950,485274.0
Nauru,1950,2953.0
Nepal,1950,8483321.0
Netherlands,1950,10027047.0
Netherlands Antilles,1950,112188.0
New Caledonia,1950,64824.0
New Zealand,1950,1908001.0
Ngorno-Karabakh,1950,
Nicaragua,1950,1294993.0
Niger,1950,2559703.0
Nigeria,1950,37859745.0
Niue,1950,4667.0
Norfolk Island,1950,1689.0
Northern Cyprus,1950,
Northern Mariana Islands,1950,6999.0
Norway,1950,3265278.0
Oman,1950,456418.0
Pakistan,1950,37542380.0
Palau,1950,7441.0
Panama,1950,859660.0
Papua New Guinea,1950,1708192.0
Paraguay,1950,1473245.0
Peru,1950,7727735.0
Philippines,1950,18580487.0
Pitcairn,1950,130.0
Poland,1950,24824013.0
Portugal,1950,8416969.0
Puerto Rico,1950,2218000.0
Qatar,1950,24999.0
Reunion,1950,248111.0
Romania,1950,16236292.0
Russia,1950,102798657.0
Rwanda,1950,2186187.0
St. Barthélemy,1950,2233.0
St. Helena,1950,4972.0
St. Kitts and Nevis,1950,46054.0
St. Lucia,1950,82783.0
St. Martin,1950,17401.0
St. Vincent and the Grenadines,1950,67000.0
St.-Pierre-et-Miquelon,1950,4573.0
Samoa,1950,82102.0
San Marino,1950,12781.0
Sao Tome and Principe,1950,60000.0
Saudi Arabia,1950,3121336.0
Senegal,1950,2476638.0
Serbia,1950,6732256.0
Serbia and Montenegro,1950,7116385.0
Serbia excluding Kosovo,1950,5676544.0
Seychelles,1950,36322.0
Sierra Leone,1950,1944001.0
Singapore,1950,1022098.0
Slovak Republic,1950,3436574.0
Slovenia,1950,1473094.0
Solomon Islands,1950,89793.0
Somalia,1950,2264081.0
Somaliland,1950,
South Africa,1950,13683162.0
South Ossetia,1950,
Spain,1950,28069737.0
Sri Lanka,1950,8075810.0
Sudan,1950,5733944.0
Suriname,1950,214999.0
Svalbard,1950,1445.0
Swaziland,1950,273000.0
Sweden,1950,7009913.0
Switzerland,1950,4668088.0
Syria,1950,3413329.0
Taiwan,1950,7837333.0
Tajikistan,1950,1531502.0
Tanzania,1950,7649766.0
Thailand,1950,20710356.0
Timor-Leste,1950,433398.0
Togo,1950,1395458.0
Tokelau,1950,1570.0
Tonga,1950,47220.0
Transnistria,1950,
Trinidad and Tobago,1950,645628.0
Tunisia,1950,3605310.0
Turkey,1950,21238496.0
Turkmenistan,1950,1211000.0
Turks and Caicos Islands,1950,5047.0
Tuvalu,1950,5166.0
Uganda,1950,5158193.0
Ukraine,1950,37297652.0
United Arab Emirates,1950,69590.0
United Kingdom,1950,50616012.0
United States,1950,157813040.0
Uruguay,1950,2238506.0
USSR,1950,179916092.0
Uzbekistan,1950,6945397.0
Wallis et Futuna,1950,7002.0
Vanuatu,1950,47695.0
Venezuela,1950,5481977.0
West Bank and Gaza,1950,931926.0
West Germany,1950,49939522.0
Western Sahara,1950,13766.0
Vietnam,1950,24809903.0
Virgin Islands (U.S.),1950,26795.0
North Yemen (former),1950,4266769.0
South Yemen (former),1950,1321065.0
Yemen,1950,4402320.0
Yugoslavia,1950,16285527.0
Zambia,1950,2316950.0
Zimbabwe,1950,2746854.0
Åland,1950,21649.0
South Sudan,1950,2582929.0
Curaçao,1950,100184.0
Sint Maarten (Dutch part),1950,1497.0
St. Martin (French part),1950,
Antarctica,1950,
Bouvet Island,1950,
British Indian Ocean Territory,1950,
Clipperton,1950,
French Southern and Antarctic Lands,1950,
Gaza Strip,1950,
Heard and McDonald Islands,1950,
Northern Marianas,1950,
South Georgia and the South Sandwich Islands,1950,
US Minor Outlying Islands,1950,
Virgin Islands,1950,
West Bank,1950,
Abkhazia,1951,
Afghanistan,1951,7839426.0
Akrotiri and Dhekelia,1951,10737.0
Albania,1951,1287499.0
Algeria,1951,9039913.0
American Samoa,1951,19295.0
Andorra,1951,6692.0
Angola,1951,4439705.0
Anguilla,1951,5297.0
Antigua and Barbuda,1951,48306.0
Argentina,1951,17507132.0
Armenia,1951,1382982.0
Aruba,1951,38263.0
Australia,1951,8417640.0
Austria,1951,6930348.0
Azerbaijan,1951,2965338.0
Bahamas,1951,79984.0
Bahrain,1951,116919.0
Bangladesh,1951,38706927.0
Barbados,1951,215704.0
Belarus,1951,7717708.0
Belgium,1951,8673691.0
Belize,1951,71243.0
Benin,1951,2258049.0
Bermuda,1951,37819.0
Bhutan,1951,181489.0
Bolivia,1951,3140342.0
Bosnia and Herzegovina,1951,2709913.0
Botswana,1951,425270.0
Brazil,1951,55605541.0
British Virgin Islands,1951,7509.0
Brunei,1951,50971.0
Bulgaria,1951,7303773.0
Burkina Faso,1951,4324493.0
Burundi,1951,2359234.0
Cambodia,1951,4539656.0
Cameroon,1951,4544218.0
Canada,1951,14099994.0
Cape Verde,1951,186124.0
Cayman Islands,1951,6269.0
Central African Republic,1951,1339842.0
Chad,1951,2544102.0
Channel Islands,1951,102965.0
Chile,1951,6278346.0
China,1951,558820362.0
Christmas Island,1951,627.0
Cocos Island,1951,329.0
Colombia,1951,12699949.0
Comoros,1951,160083.0
"Congo, Dem. Rep.",1951,12428829.0
"Congo, Rep.",1951,824129.0
Cook Is,1951,15411.0
Costa Rica,1951,986159.0
Cote d'Ivoire,1951,2692657.0
Croatia,1951,3886222.0
Cuba,1951,6051290.0
Cyprus,1951,500378.0
Czech Republic,1951,9005036.0
Czechoslovakia,1951,12534585.0
Denmark,1951,4308324.0
Djibouti,1951,63309.0
Dominica,1951,51706.0
Dominican Republic,1951,2438412.0
East Germany,1951,18320272.0
Ecuador,1951,3561154.0
Egypt,1951,21383393.0
El Salvador,1951,2236577.0
Equatorial Guinea,1951,230057.0
Eritrea,1951,1162658.0
Eritrea and Ethiopia,1951,21936153.0
Estonia,1951,1113247.0
Ethiopia,1951,18466918.0
Faeroe Islands,1951,31287.0
Falkland Is (Malvinas),1951,2247.0
Fiji,1951,296206.0
Finland,1951,4049689.0
France,1951,42071027.0
French Guiana,1951,26246.0
French Polynesia,1951,62083.0
Gabon,1951,475864.0
Gambia,1951,272719.0
Georgia,1951,3584698.0
Germany,1951,70111671.0
Ghana,1951,5068433.0
Gibraltar,1951,20644.0
Greece,1951,7635277.0
Greenland,1951,23470.0
Grenada,1951,76626.0
Guadeloupe,1951,213055.0
Guam,1951,60261.0
Guatemala,1951,3237922.0
Guernsey,1951,45536.0
Guinea,1951,3141548.0
Guinea-Bissau,1951,544103.0
Guyana,1951,420290.0
Haiti,1951,3275368.0
Holy See,1951,887.0
Honduras,1951,1524974.0
"Hong Kong, China",1951,2036150.0
Hungary,1951,9478110.0
Iceland,1951,144928.0
India,1951,382231042.0
Indonesia,1951,70869608.0
Iran,1951,17516578.0
Iraq,1951,5901507.0
Ireland,1951,2921278.0
Isle of Man,1951,55264.0
Israel,1951,1354097.0
Italy,1951,47014137.0
Jamaica,1951,1436851.0
Japan,1951,83794452.0
Jersey,1951,57453.0
Jordan,1951,503116.0
Kazakhstan,1951,6831158.0
Kenya,1951,6240177.0
Kiribati,1951,33627.0
North Korea,1951,10248496.0
South Korea,1951,19304737.0
United Korea (former),1951,30056190.0
Kosovo,1951,1213291.0
Kuwait,1951,163632.0
Kyrgyz Republic,1951,1763226.0
Lao,1951,1723050.0
Latvia,1951,1954829.0
Lebanon,1951,1358220.0
Lesotho,1951,744320.0
Liberia,1951,943241.0
Libya,1951,1131590.0
Liechtenstein,1951,13942.0
Lithuania,1951,2569877.0
Luxembourg,1951,297588.0
"Macao, China",1951,195950.0
"Macedonia, FYR",1951,1290413.0
Madagascar,1951,4167827.0
Malawi,1951,3008074.0
Malaysia,1951,6261916.0
Maldives,1951,74224.0
Mali,1951,4759039.0
Malta,1951,312725.0
Marshall Islands,1951,13221.0
Martinique,1951,224418.0
Mauritania,1951,675594.0
Mauritius,1951,506431.0
Mayotte,1951,15733.0
Mexico,1951,28836111.0
"Micronesia, Fed. Sts.",1951,33400.0
Moldova,1951,2381443.0
Monaco,1951,19378.0
Mongolia,1951,793537.0
Montenegro,1951,400876.0
Montserrat,1951,14123.0
Morocco,1951,9243680.0
Mozambique,1951,6405068.0
Myanmar,1951,17850068.0
Namibia,1951,494611.0
Nauru,1951,3059.0
Nepal,1951,8657577.0
Netherlands,1951,10148714.0
Netherlands Antilles,1951,113954.0
New Caledonia,1951,64281.0
New Zealand,1951,1947802.0
Ngorno-Karabakh,1951,
Nicaragua,1951,1331740.0
Niger,1951,2637582.0
Nigeria,1951,38431323.0
Niue,1951,4682.0
Norfolk Island,1951,1694.0
Northern Cyprus,1951,
Northern Mariana Islands,1951,7089.0
Norway,1951,3300422.0
Oman,1951,462257.0
Pakistan,1951,37976075.0
Palau,1951,7497.0
Panama,1951,881346.0
Papua New Guinea,1951,1729254.0
Paraguay,1951,1511764.0
Peru,1951,7924206.0
Philippines,1951,19246611.0
Pitcairn,1951,133.0
Poland,1951,25264029.0
Portugal,1951,8431207.0
Puerto Rico,1951,2209692.0
Qatar,1951,27475.0
Reunion,1951,259293.0
Romania,1951,16512672.0
Russia,1951,104306354.0
Rwanda,1951,2250675.0
St. Barthélemy,1951,2228.0
St. Helena,1951,5010.0
St. Kitts and Nevis,1951,46139.0
St. Lucia,1951,83875.0
St. Martin,1951,17559.0
St. Vincent and the Grenadines,1951,68067.0
St.-Pierre-et-Miquelon,1951,4605.0
Samoa,1951,84439.0
San Marino,1951,12918.0
Sao Tome and Principe,1951,59203.0
Saudi Arabia,1951,3198551.0
Senegal,1951,2529699.0
Serbia,1951,6853289.0
Serbia and Montenegro,1951,7193100.0
Serbia excluding Kosovo,1951,5735248.0
Seychelles,1951,36883.0
Sierra Leone,1951,1962818.0
Singapore,1951,1067964.0
Slovak Republic,1951,3509957.0
Slovenia,1951,1481637.0
Solomon Islands,1951,91808.0
Somalia,1951,2307576.0
Somaliland,1951,
South Africa,1951,13993888.0
South Ossetia,1951,
Spain,1951,28237323.0
Sri Lanka,1951,8201505.0
Sudan,1951,5883670.0
Suriname,1951,222679.0
Svalbard,1951,1478.0
Swaziland,1951,278952.0
Sweden,1951,7072080.0
Switzerland,1951,4726283.0
Syria,1951,3500650.0
Taiwan,1951,8260667.0
Tajikistan,1951,1576454.0
Tanzania,1951,7847303.0
Thailand,1951,21263203.0
Timor-Leste,1951,438192.0
Togo,1951,1425482.0
Tokelau,1951,1516.0
Tonga,1951,49311.0
Transnistria,1951,
Trinidad and Tobago,1951,658830.0
Tunisia,1951,3696457.0
Turkey,1951,21806355.0
Turkmenistan,1951,1228378.0
Turks and Caicos Islands,1951,4984.0
Tuvalu,1951,5221.0
Uganda,1951,5308673.0
Ukraine,1951,37815815.0
United Arab Emirates,1951,67972.0
United Kingdom,1951,50620538.0
United States,1951,159880756.0
Uruguay,1951,2261342.0
USSR,1951,182701382.0
Uzbekistan,1951,7104056.0
Wallis et Futuna,1951,7088.0
Vanuatu,1951,48919.0
Venezuela,1951,5735168.0
West Bank and Gaza,1951,923753.0
West Germany,1951,50454034.0
Western Sahara,1951,16061.0
Vietnam,1951,25364453.0
Virgin Islands (U.S.),1951,27295.0
North Yemen (former),1951,4295510.0
South Yemen (former),1951,1329964.0
Yemen,1951,4474025.0
Yugoslavia,1951,16508307.0
Zambia,1951,2376075.0
Zimbabwe,1951,2830449.0
Åland,1951,21618.0
South Sudan,1951,2601308.0
Curaçao,1951,104566.0
Sint Maarten (Dutch part),1951,1664.0
St. Martin (French part),1951,
Antarctica,1951,
Bouvet Island,1951,
British Indian Ocean Territory,1951,
Clipperton,1951,
French Southern and Antarctic Lands,1951,
Gaza Strip,1951,
Heard and McDonald Islands,1951,
Northern Marianas,1951,
South Georgia and the South Sandwich Islands,1951,
US Minor Outlying Islands,1951,
Virgin Islands,1951,
West Bank,1951,
Abkhazia,1952,
Afghanistan,1952,7934798.0
Akrotiri and Dhekelia,1952,10813.0
Albania,1952,1316086.0
Algeria,1952,9216395.0
American Samoa,1952,19543.0
Andorra,1952,7250.0
Angola,1952,4529381.0
Anguilla,1952,5438.0
Antigua and Barbuda,1952,49887.0
Argentina,1952,17866097.0
Armenia,1952,1419913.0
Aruba,1952,38965.0
Australia,1952,8627052.0
Austria,1952,6929289.0
Azerbaijan,1952,3045429.0
Bahamas,1952,81428.0
Bahrain,1952,119689.0
Bangladesh,1952,39493326.0
Barbados,1952,219636.0
Belarus,1952,7711027.0
Belgium,1952,8721192.0
Belize,1952,73428.0
Benin,1952,2264378.0
Bermuda,1952,38474.0
Bhutan,1952,186160.0
Bolivia,1952,3193287.0
Bosnia and Herzegovina,1952,2763298.0
Botswana,1952,437182.0
Brazil,1952,57304772.0
British Virgin Islands,1952,7561.0
Brunei,1952,53932.0
Bulgaria,1952,7359997.0
Burkina Faso,1952,4367137.0
Burundi,1952,2403777.0
Cambodia,1952,4658653.0
Cameroon,1952,4623471.0
Canada,1952,14481497.0
Cape Verde,1952,191521.0
Cayman Islands,1952,6245.0
Central African Republic,1952,1353470.0
Chad,1952,2589278.0
Channel Islands,1952,103653.0
Chile,1952,6417543.0
China,1952,570764965.0
Christmas Island,1952,645.0
Cocos Island,1952,333.0
Colombia,1952,13064689.0
Comoros,1952,163553.0
"Congo, Dem. Rep.",1952,12680934.0
"Congo, Rep.",1952,841473.0
Cook Is,1952,15638.0
Costa Rica,1952,1015875.0
Cote d'Ivoire,1952,2758455.0
Croatia,1952,3922675.0
Cuba,1952,6180031.0
Cyprus,1952,506627.0
Czech Republic,1952,9106227.0
Czechoslovakia,1952,12678286.0
Denmark,1952,4345218.0
Djibouti,1952,64748.0
Dominica,1952,52298.0
Dominican Republic,1952,2517258.0
East Germany,1952,18252710.0
Ecuador,1952,3655012.0
Egypt,1952,21904478.0
El Salvador,1952,2278305.0
Equatorial Guinea,1952,232757.0
Eritrea,1952,1184694.0
Eritrea and Ethiopia,1952,22304326.0
Estonia,1952,1125245.0
Ethiopia,1952,18819634.0
Faeroe Islands,1952,31218.0
Falkland Is (Malvinas),1952,2235.0
Fiji,1952,304813.0
Finland,1952,4095130.0
France,1952,42365756.0
French Guiana,1952,26895.0
French Polynesia,1952,63869.0
Gabon,1952,477711.0
Gambia,1952,276771.0
Georgia,1952,3646321.0
Germany,1952,70421462.0
Ghana,1952,5191221.0
Gibraltar,1952,20773.0
Greece,1952,7706022.0
Greenland,1952,23941.0
Grenada,1952,77135.0
Guadeloupe,1952,217248.0
Guam,1952,60872.0
Guatemala,1952,3330548.0
Guernsey,1952,45720.0
Guinea,1952,3185537.0
Guinea-Bissau,1952,552032.0
Guyana,1952,435850.0
Haiti,1952,3331582.0
Holy See,1952,884.0
Honduras,1952,1568424.0
"Hong Kong, China",1952,2133603.0
Hungary,1952,9595219.0
Iceland,1952,147681.0
India,1952,388515758.0
Indonesia,1952,72309902.0
Iran,1952,17933356.0
Iraq,1952,6065012.0
Ireland,1952,2924222.0
Isle of Man,1952,54906.0
Israel,1952,1451493.0
Italy,1952,47398599.0
Jamaica,1952,1468361.0
Japan,1952,85174909.0
Jersey,1952,58079.0
Jordan,1952,542123.0
Kazakhstan,1952,7041605.0
Kenya,1952,6412380.0
Kiribati,1952,34283.0
North Korea,1952,10049026.0
South Korea,1952,19566860.0
United Korea (former),1952,29830665.0
Kosovo,1952,1227616.0
Kuwait,1952,173622.0
Kyrgyz Republic,1952,1791952.0
Lao,1952,1763791.0
Latvia,1952,1965114.0
Lebanon,1952,1392725.0
Lesotho,1952,754849.0
Liberia,1952,957864.0
Libya,1952,1152277.0
Liechtenstein,1952,14135.0
Lithuania,1952,2578522.0
Luxembourg,1952,299499.0
"Macao, China",1952,193743.0
"Macedonia, FYR",1952,1320984.0
Madagascar,1952,4256120.0
Malawi,1952,3065030.0
Malaysia,1952,6433161.0
Maldives,1952,75189.0
Mali,1952,4811198.0
Malta,1952,313192.0
Marshall Islands,1952,13436.0
Martinique,1952,228268.0
Mauritania,1952,691807.0
Mauritius,1952,521190.0
Mayotte,1952,16448.0
Mexico,1952,29711632.0
"Micronesia, Fed. Sts.",1952,34596.0
Moldova,1952,2432096.0
Monaco,1952,19077.0
Mongolia,1952,807926.0
Montenegro,1952,410511.0
Montserrat,1952,14489.0
Morocco,1952,9529540.0
Mozambique,1952,6503106.0
Myanmar,1952,18182312.0
Namibia,1952,504552.0
Nauru,1952,3191.0
Nepal,1952,8823022.0
Netherlands,1952,10275701.0
Netherlands Antilles,1952,116163.0
New Caledonia,1952,64441.0
New Zealand,1952,1992619.0
Ngorno-Karabakh,1952,
Nicaragua,1952,1371525.0
Niger,1952,2717047.0
Nigeria,1952,39049831.0
Niue,1952,4687.0
Norfolk Island,1952,1699.0
Northern Cyprus,1952,
Northern Mariana Islands,1952,7222.0
Norway,1952,3333895.0
Oman,1952,469350.0
Pakistan,1952,38485341.0
Palau,1952,7620.0
Panama,1952,904387.0
Papua New Guinea,1952,1750883.0
Paraguay,1952,1550763.0
Peru,1952,8128525.0
Philippines,1952,19945659.0
Pitcairn,1952,135.0
Poland,1952,25738253.0
Portugal,1952,8473628.0
Puerto Rico,1952,2212098.0
Qatar,1952,29843.0
Reunion,1952,268485.0
Romania,1952,16764920.0
Russia,1952,105969442.0
Rwanda,1952,2313306.0
St. Barthélemy,1952,2222.0
St. Helena,1952,5018.0
St. Kitts and Nevis,1952,46495.0
St. Lucia,1952,84763.0
St. Martin,1952,17718.0
St. Vincent and the Grenadines,1952,69270.0
St.-Pierre-et-Miquelon,1952,4634.0
Samoa,1952,86818.0
San Marino,1952,13088.0
Sao Tome and Principe,1952,58525.0
Saudi Arabia,1952,3283299.0
Senegal,1952,2586817.0
Serbia,1952,6963396.0
Serbia and Montenegro,1952,7281202.0
Serbia excluding Kosovo,1952,5802962.0
Seychelles,1952,37438.0
Sierra Leone,1952,1983321.0
Singapore,1952,1120277.0
Slovak Republic,1952,3585960.0
Slovenia,1952,1491673.0
Solomon Islands,1952,94079.0
Somalia,1952,2351811.0
Somaliland,1952,
South Africa,1952,14322409.0
South Ossetia,1952,
Spain,1952,28430442.0
Sri Lanka,1952,8338783.0
Sudan,1952,6039086.0
Suriname,1952,229653.0
Svalbard,1952,1512.0
Swaziland,1952,285338.0
Sweden,1952,7125539.0
Switzerland,1952,4788958.0
Syria,1952,3595227.0
Taiwan,1952,8550333.0
Tajikistan,1952,1624542.0
Tanzania,1952,8055911.0
Thailand,1952,21837991.0
Timor-Leste,1952,443346.0
Togo,1952,1441908.0
Tokelau,1952,1504.0
Tonga,1952,51171.0
Transnistria,1952,
Trinidad and Tobago,1952,675742.0
Tunisia,1952,3773357.0
Turkey,1952,22393931.0
Turkmenistan,1952,1252660.0
Turks and Caicos Islands,1952,4977.0
Tuvalu,1952,5294.0
Uganda,1952,5455540.0
Ukraine,1952,38360511.0
United Arab Emirates,1952,69813.0
United Kingdom,1952,50683596.0
United States,1952,162280405.0
Uruguay,1952,2286264.0
USSR,1952,185831282.0
Uzbekistan,1952,7265172.0
Wallis et Futuna,1952,7238.0
Vanuatu,1952,50295.0
Venezuela,1952,5989555.0
West Bank and Gaza,1952,931919.0
West Germany,1952,50928024.0
Western Sahara,1952,17576.0
Vietnam,1952,25976838.0
Virgin Islands (U.S.),1952,27974.0
North Yemen (former),1952,4324445.0
South Yemen (former),1952,1338923.0
Yemen,1952,4546100.0
Yugoslavia,1952,16721448.0
Zambia,1952,2438575.0
Zimbabwe,1952,2918424.0
Åland,1952,21546.0
South Sudan,1952,2624563.0
Curaçao,1952,108285.0
Sint Maarten (Dutch part),1952,1799.0
St. Martin (French part),1952,
Antarctica,1952,
Bouvet Island,1952,
British Indian Ocean Territory,1952,
Clipperton,1952,
French Southern and Antarctic Lands,1952,
Gaza Strip,1952,
Heard and McDonald Islands,1952,
Northern Marianas,1952,
South Georgia and the South Sandwich Islands,1952,
US Minor Outlying Islands,1952,
Virgin Islands,1952,
West Bank,1952,
Abkhazia,1953,
Afghanistan,1953,8038312.0
Akrotiri and Dhekelia,1953,10889.0
Albania,1953,1348097.0
Algeria,1953,9405445.0
American Samoa,1953,19683.0
Andorra,1953,7863.0
Angola,1953,4621691.0
Anguilla,1953,5549.0
Antigua and Barbuda,1953,51092.0
Argentina,1953,18224150.0
Armenia,1953,1463017.0
Aruba,1953,40149.0
Australia,1953,8821938.0
Austria,1953,6932427.0
Azerbaijan,1953,3133703.0
Bahamas,1953,83371.0
Bahrain,1953,123593.0
Bangladesh,1953,40302266.0
Barbados,1953,222808.0
Belarus,1953,7724108.0
Belgium,1953,8770196.0
Belize,1953,75554.0
Benin,1953,2274130.0
Bermuda,1953,39196.0
Bhutan,1953,190810.0
Bolivia,1953,3248462.0
Bosnia and Herzegovina,1953,2819107.0
Botswana,1953,448437.0
Brazil,1953,59053267.0
British Virgin Islands,1953,7605.0
Brunei,1953,56958.0
Bulgaria,1953,7418765.0
Burkina Faso,1953,4413203.0
Burundi,1953,2445836.0
Cambodia,1953,4784792.0
Cameroon,1953,4704556.0
Canada,1953,14882050.0
Cape Verde,1953,194839.0
Cayman Islands,1953,6319.0
Central African Republic,1953,1367805.0
Chad,1953,2636785.0
Channel Islands,1953,104314.0
Chile,1953,6561033.0
China,1953,580886559.0
Christmas Island,1953,663.0
Cocos Island,1953,338.0
Colombia,1953,13438645.0
Comoros,1953,166839.0
"Congo, Dem. Rep.",1953,12944393.0
"Congo, Rep.",1953,859714.0
Cook Is,1953,15840.0
Costa Rica,1953,1048222.0
Cote d'Ivoire,1953,2827844.0
Croatia,1953,3959119.0
Cuba,1953,6304524.0
Cyprus,1953,513435.0
Czech Republic,1953,9200240.0
Czechoslovakia,1953,12818348.0
Denmark,1953,4379141.0
Djibouti,1953,66273.0
Dominica,1953,52945.0
